id,year,month,metro,city,biz,custCnt,powerUsage,bill,unitCost
932,2010,12,전체,전체,"가구내고용,미분류자가소비생산",702,753825,89949114,119.3
933,2010,12,전체,전체,국제 및 외국기관,219,52993562,4074224518,76.9
934,2011,1,전체,전체,"농업, 임업 및 어업 ",1166082,1079954376,46159347482,42.7
935,2011,1,전체,전체,광업 ,3014,162462619,15591157786,96.0
936,2011,1,전체,전체,제조업 ,270014,19686241590,1627437357807,82.7
937,2011,1,전체,전체,"전기, 가스, 증기 및 수도사업 ",60160,862216412,73215118313,84.9
938,2011,1,전체,전체,하수폐기처리원료재생환경복원,33669,448393099,37777068006,84.2
939,2011,1,전체,전체,건설업 ,45688,231101186,23019205811,99.6
940,2011,1,전체,전체,도매 및 소매업,703007,2029774861,202042251613,99.5
941,2011,1,전체,전체,운수업,95494,796003133,64672326874,81.2
942,2011,1,전체,전체,숙박 및 음식점업 ,519769,1506956379,148075352628,98.3
943,2011,1,전체,전체,"출판영상,방송통신정보서비스업",120864,442169858,39920080246,90.3
944,2011,1,전체,전체,금융 및 보험업 ,15255,199054423,19181798841,96.4
945,2011,1,전체,전체,부동산업 및 임대업 ,651052,2963789896,292732761651,98.8
946,2011,1,전체,전체,"전문, 과학 및 기술 서비스업 ",38183,218570599,20467066838,93.6
947,2011,1,전체,전체,"사업시설관리,사업지원서비스업",50962,96591325,9942371859,102.9
948,2011,1,전체,전체,"공공행정, 국방 및 사회보장 행정",28276,449504722,43049742075,95.8
949,2011,1,전체,전체,교육 서비스업,68989,914820624,81753361072,89.4
950,2011,1,전체,전체,보건업 및 사회복지 서비스업,62999,541587376,48249278008,89.1
951,2011,1,전체,전체,"예술,스포츠및여가관련서비스업",81431,480545244,47732100252,99.3
952,2011,1,전체,전체,"협회단체,수리기타개인서비스업",214292,649340440,65774766711,101.3
953,2011,1,전체,전체,"가구내고용,미분류자가소비생산",699,892579,101488660,113.7
954,2011,1,전체,전체,국제 및 외국기관,220,56979623,4306151223,75.6
955,2011,2,전체,전체,"농업, 임업 및 어업 ",1165308,1093872479,46921057542,42.9
956,2011,2,전체,전체,광업 ,3019,144419940,14188051537,98.2
957,2011,2,전체,전체,제조업 ,270539,17377424021,1458783738471,83.9
958,2011,2,전체,전체,"전기, 가스, 증기 및 수도사업 ",60019,746205808,63816932532,85.5
959,2011,2,전체,전체,하수폐기처리원료재생환경복원,33801,416514475,35301167831,84.8
960,2011,2,전체,전체,건설업 ,45346,216638727,21919305157,101.2
961,2011,2,전체,전체,도매 및 소매업,703656,1919923653,193171440373,100.6
962,2011,2,전체,전체,운수업,95860,716490965,59537162487,83.1
963,2011,2,전체,전체,숙박 및 음식점업 ,519575,1435738195,142599213351,99.3
964,2011,2,전체,전체,"출판영상,방송통신정보서비스업",121070,415660975,37764866062,90.9
965,2011,2,전체,전체,금융 및 보험업 ,15273,184491188,18019252582,97.7
966,2011,2,전체,전체,부동산업 및 임대업 ,653968,2740793977,274448835381,100.1
967,2011,2,전체,전체,"전문, 과학 및 기술 서비스업 ",38166,191993909,18521832937,96.5
968,2011,2,전체,전체,"사업시설관리,사업지원서비스업",52268,91185588,9597409069,105.3
969,2011,2,전체,전체,"공공행정, 국방 및 사회보장 행정",28558,428865969,41396436063,96.5
970,2011,2,전체,전체,교육 서비스업,69265,831184553,76567180238,92.1
971,2011,2,전체,전체,보건업 및 사회복지 서비스업,63212,514033068,46038452251,89.6
972,2011,2,전체,전체,"예술,스포츠및여가관련서비스업",81220,455738935,45779052785,100.5
973,2011,2,전체,전체,"협회단체,수리기타개인서비스업",215357,633259126,64633837257,102.1
974,2011,2,전체,전체,"가구내고용,미분류자가소비생산",693,869045,99368879,114.3
975,2011,2,전체,전체,국제 및 외국기관,220,59167533,5595031393,94.6
976,2011,3,전체,전체,"농업, 임업 및 어업 ",1728638,930145448,40247257554,43.3
977,2011,3,전체,전체,광업 ,3041,162347506,13723341005,84.5
978,2011,3,전체,전체,제조업 ,271104,19185442655,1378609137152,71.9
979,2011,3,전체,전체,"전기, 가스, 증기 및 수도사업 ",59953,796738979,62111526612,78.0
980,2011,3,전체,전체,하수폐기처리원료재생환경복원,33919,429651423,32405511978,75.4
981,2011,3,전체,전체,건설업 ,45774,187382456,17950624669,95.8
982,2011,3,전체,전체,도매 및 소매업,703059,1642729300,156384409202,95.2
983,2011,3,전체,전체,운수업,95936,666935799,50147900236,75.2
984,2011,3,전체,전체,숙박 및 음식점업 ,519121,1191225689,113572292964,95.3
985,2011,3,전체,전체,"출판영상,방송통신정보서비스업",121073,407580889,33069041729,81.1
986,2011,3,전체,전체,금융 및 보험업 ,15305,162360894,14607279892,90.0
987,2011,3,전체,전체,부동산업 및 임대업 ,655232,2323067418,218946758378,94.2
988,2011,3,전체,전체,"전문, 과학 및 기술 서비스업 ",38017,174878581,15562235894,89.0
989,2011,3,전체,전체,"사업시설관리,사업지원서비스업",52922,77577992,7830931426,100.9
990,2011,3,전체,전체,"공공행정, 국방 및 사회보장 행정",28566,353910067,32163667160,90.9
991,2011,3,전체,전체,교육 서비스업,69321,799249871,66143896368,82.8
992,2011,3,전체,전체,보건업 및 사회복지 서비스업,63290,438283055,36699528595,83.7
993,2011,3,전체,전체,"예술,스포츠및여가관련서비스업",80978,370927909,35760511669,96.4
994,2011,3,전체,전체,"협회단체,수리기타개인서비스업",215774,505935708,50902931184,100.6
995,2011,3,전체,전체,"가구내고용,미분류자가소비생산",689,712554,84202300,118.2
996,2011,3,전체,전체,국제 및 외국기관,221,50423894,4527081997,89.8
997,2011,4,전체,전체,"농업, 임업 및 어업 ",1238257,855240215,37477398438,43.8
998,2011,4,전체,전체,광업 ,3081,154729374,13132872491,84.9
999,2011,4,전체,전체,제조업 ,271711,18953337915,1352413812750,71.4
1000,2011,4,전체,전체,"전기, 가스, 증기 및 수도사업 ",59978,819816730,60539911585,73.8
1001,2011,4,전체,전체,하수폐기처리원료재생환경복원,34248,431532959,31862555207,73.8
1002,2011,4,전체,전체,건설업 ,47201,175737466,16012779595,91.1
1003,2011,4,전체,전체,도매 및 소매업,703280,1615007872,142907156125,88.5
1004,2011,4,전체,전체,운수업,96284,641628950,46987615292,73.2
1005,2011,4,전체,전체,숙박 및 음식점업 ,519374,1185903233,103519576057,87.3
1006,2011,4,전체,전체,"출판영상,방송통신정보서비스업",122259,417360742,31824437417,76.3
1007,2011,4,전체,전체,금융 및 보험업 ,15311,153657696,13200987299,85.9
1008,2011,4,전체,전체,부동산업 및 임대업 ,657939,2194683926,196357537029,89.5
1009,2011,4,전체,전체,"전문, 과학 및 기술 서비스업 ",38024,167213779,13999319324,83.7
1010,2011,4,전체,전체,"사업시설관리,사업지원서비스업",53724,73293309,7086043408,96.7
1011,2011,4,전체,전체,"공공행정, 국방 및 사회보장 행정",28300,331242161,28449489249,85.9
1012,2011,4,전체,전체,교육 서비스업,69279,727279367,57704294519,79.3
1013,2011,4,전체,전체,보건업 및 사회복지 서비스업,63382,414261175,32916658067,79.5
1014,2011,4,전체,전체,"예술,스포츠및여가관련서비스업",80910,342335281,31579682530,92.2
1015,2011,4,전체,전체,"협회단체,수리기타개인서비스업",216371,491292297,45464253354,92.5
1016,2011,4,전체,전체,"가구내고용,미분류자가소비생산",684,693609,75282452,108.5
1017,2011,4,전체,전체,국제 및 외국기관,220,49671760,4557929380,91.8
1018,2011,5,전체,전체,"농업, 임업 및 어업 ",1190788,695625911,31123352830,44.7
1019,2011,5,전체,전체,광업 ,3117,168707513,13758152077,81.6
1020,2011,5,전체,전체,제조업 ,272118,18818736810,1320545366517,70.2
1021,2011,5,전체,전체,"전기, 가스, 증기 및 수도사업 ",59975,783699384,59210451377,75.6
1022,2011,5,전체,전체,하수폐기처리원료재생환경복원,34407,431254037,31693545920,73.5
1023,2011,5,전체,전체,건설업 ,47937,147430300,14327007246,97.2
1024,2011,5,전체,전체,도매 및 소매업,702457,1517985885,136716318586,90.1
1025,2011,5,전체,전체,운수업,96557,586989345,44078708329,75.1
1026,2011,5,전체,전체,숙박 및 음식점업 ,519478,1069703056,97034590257,90.7
1027,2011,5,전체,전체,"출판영상,방송통신정보서비스업",122792,422307190,31824753504,75.4
1028,2011,5,전체,전체,금융 및 보험업 ,15320,139123978,12277439499,88.2
1029,2011,5,전체,전체,부동산업 및 임대업 ,659269,1971499857,182884773116,92.8
1030,2011,5,전체,전체,"전문, 과학 및 기술 서비스업 ",37959,160496375,13765721777,85.8
1031,2011,5,전체,전체,"사업시설관리,사업지원서비스업",54150,73618570,6471131877,87.9
1032,2011,5,전체,전체,"공공행정, 국방 및 사회보장 행정",28193,282071509,25443563762,90.2
1033,2011,5,전체,전체,교육 서비스업,69156,538422289,47878804754,88.9
1034,2011,5,전체,전체,보건업 및 사회복지 서비스업,63433,357988879,29909163968,83.5
1035,2011,5,전체,전체,"예술,스포츠및여가관련서비스업",80725,307345864,29440548432,95.8
1036,2011,5,전체,전체,"협회단체,수리기타개인서비스업",216627,413748604,40935564135,98.9
1037,2011,5,전체,전체,"가구내고용,미분류자가소비생산",679,605043,68651305,113.5
1038,2011,5,전체,전체,국제 및 외국기관,219,44496816,3896213111,87.6
1039,2011,6,전체,전체,"농업, 임업 및 어업 ",1200461,736981135,31440529092,42.7
1040,2011,6,전체,전체,광업 ,3165,171569179,14247401918,83.0
1041,2011,6,전체,전체,제조업 ,272804,19015844489,1355444103299,71.3
1042,2011,6,전체,전체,"전기, 가스, 증기 및 수도사업 ",59978,792607562,60368668774,76.2
1043,2011,6,전체,전체,하수폐기처리원료재생환경복원,34629,435505796,32929949490,75.6
1044,2011,6,전체,전체,건설업 ,48754,141184733,13965168173,98.9
1045,2011,6,전체,전체,도매 및 소매업,702212,1645462368,144969364257,88.1
1046,2011,6,전체,전체,운수업,97140,650034211,46682307258,71.8
1047,2011,6,전체,전체,숙박 및 음식점업 ,519959,1130767210,100792446146,89.1
1048,2011,6,전체,전체,"출판영상,방송통신정보서비스업",123410,451250030,33761581070,74.8
1049,2011,6,전체,전체,금융 및 보험업 ,15339,154827333,13289527593,85.8
1050,2011,6,전체,전체,부동산업 및 임대업 ,661367,2149812121,194593934520,90.5
1051,2011,6,전체,전체,"전문, 과학 및 기술 서비스업 ",37874,175335755,14582903197,83.2
1052,2011,6,전체,전체,"사업시설관리,사업지원서비스업",54881,66098849,6720200243,101.7
1053,2011,6,전체,전체,"공공행정, 국방 및 사회보장 행정",28189,289946916,25912798179,89.4
1054,2011,6,전체,전체,교육 서비스업,69067,561345806,48892224001,87.1
1055,2011,6,전체,전체,보건업 및 사회복지 서비스업,63423,365669482,30808335019,84.3
1056,2011,6,전체,전체,"예술,스포츠및여가관련서비스업",80606,336422465,31272533279,93.0
1057,2011,6,전체,전체,"협회단체,수리기타개인서비스업",216955,403870237,40565387500,100.4
1058,2011,6,전체,전체,"가구내고용,미분류자가소비생산",673,612224,75528757,123.4
1059,2011,6,전체,전체,국제 및 외국기관,219,53358819,4548490453,85.2
1060,2011,7,전체,전체,"농업, 임업 및 어업 ",1209497,716172469,31896737348,44.5
1061,2011,7,전체,전체,광업 ,3212,167763755,17136118023,102.1
1062,2011,7,전체,전체,제조업 ,273440,19592498987,1718337529726,87.7
1063,2011,7,전체,전체,"전기, 가스, 증기 및 수도사업 ",60018,780328269,70571622270,90.4
1064,2011,7,전체,전체,하수폐기처리원료재생환경복원,34857,449448147,40467185958,90.0
1065,2011,7,전체,전체,건설업 ,49105,150249016,17497389741,116.5
1066,2011,7,전체,전체,도매 및 소매업,702508,1837473314,191674060165,104.3
1067,2011,7,전체,전체,운수업,97857,713552368,61109250973,85.6
1068,2011,7,전체,전체,숙박 및 음식점업 ,520706,1293998952,132404551573,102.3
1069,2011,7,전체,전체,"출판영상,방송통신정보서비스업",124098,478149565,44141599424,92.3
1070,2011,7,전체,전체,금융 및 보험업 ,15358,176816729,18368657246,103.9
1071,2011,7,전체,전체,부동산업 및 임대업 ,663942,2450267904,262945531031,107.3
1072,2011,7,전체,전체,"전문, 과학 및 기술 서비스업 ",37840,199394991,20006449309,100.3
1073,2011,7,전체,전체,"사업시설관리,사업지원서비스업",56078,75986326,8750472536,115.2
1074,2011,7,전체,전체,"공공행정, 국방 및 사회보장 행정",28261,330720460,34828814246,105.3
1075,2011,7,전체,전체,교육 서비스업,69139,635369080,64984242477,102.3
1076,2011,7,전체,전체,보건업 및 사회복지 서비스업,63504,427759915,42861619075,100.2
1077,2011,7,전체,전체,"예술,스포츠및여가관련서비스업",80502,390732619,41921840535,107.3
1078,2011,7,전체,전체,"협회단체,수리기타개인서비스업",217468,418051224,48428865333,115.8
1079,2011,7,전체,전체,"가구내고용,미분류자가소비생산",670,631001,88040925,139.5
1080,2011,7,전체,전체,국제 및 외국기관,217,62510980,5302447863,84.8
1081,2011,8,전체,전체,"농업, 임업 및 어업 ",1220840,838320796,37345557223,44.5
1082,2011,8,전체,전체,광업 ,3224,167093598,18379104287,110.0
1083,2011,8,전체,전체,제조업 ,274156,18953435338,1783919454187,94.1
1084,2011,8,전체,전체,"전기, 가스, 증기 및 수도사업 ",60079,792363931,78789324174,99.4
1085,2011,8,전체,전체,하수폐기처리원료재생환경복원,35000,456865068,45410782771,99.4
1086,2011,8,전체,전체,건설업 ,49378,164815712,21644111362,131.3
1087,2011,8,전체,전체,도매 및 소매업,702310,2034829808,243283746767,119.6
1088,2011,8,전체,전체,운수업,98430,758500809,70450580392,92.9
1089,2011,8,전체,전체,숙박 및 음식점업 ,521132,1509407436,178683163865,118.4
1090,2011,8,전체,전체,"출판영상,방송통신정보서비스업",124706,501245958,52684655540,105.1
1091,2011,8,전체,전체,금융 및 보험업 ,15376,192720596,22557174884,117.0
1092,2011,8,전체,전체,부동산업 및 임대업 ,666197,2717417379,329278334252,121.2
1093,2011,8,전체,전체,"전문, 과학 및 기술 서비스업 ",37765,208147972,22919380280,110.1
1094,2011,8,전체,전체,"사업시설관리,사업지원서비스업",57247,86965347,11104510147,127.7
1095,2011,8,전체,전체,"공공행정, 국방 및 사회보장 행정",28359,378887225,45019774247,118.8
1096,2011,8,전체,전체,교육 서비스업,69178,607555491,72839568788,119.9
1097,2011,8,전체,전체,보건업 및 사회복지 서비스업,63614,474636481,53185812033,112.1
1098,2011,8,전체,전체,"예술,스포츠및여가관련서비스업",80334,452705577,54397071549,120.2
1099,2011,8,전체,전체,"협회단체,수리기타개인서비스업",218104,458546219,60628217769,132.2
1100,2011,8,전체,전체,"가구내고용,미분류자가소비생산",667,676009,95981772,142.0
1101,2011,8,전체,전체,국제 및 외국기관,216,72404441,6210999421,85.8
1102,2011,9,전체,전체,"농업, 임업 및 어업 ",1231781,886356077,38840476026,43.8
1103,2011,9,전체,전체,광업 ,3239,151922950,14303722251,94.2
1104,2011,9,전체,전체,제조업 ,274607,18595041215,1433180053044,77.1
1105,2011,9,전체,전체,"전기, 가스, 증기 및 수도사업 ",60135,780274216,61678184359,79.0
1106,2011,9,전체,전체,하수폐기처리원료재생환경복원,35159,440644012,38356241872,87.0
1107,2011,9,전체,전체,건설업 ,49710,153224585,18004560742,117.5
1108,2011,9,전체,전체,도매 및 소매업,701999,1895313074,197409746925,104.2
1109,2011,9,전체,전체,운수업,99063,692208751,56515199597,81.6
1110,2011,9,전체,전체,숙박 및 음식점업 ,521038,1366623695,144750890823,105.9
1111,2011,9,전체,전체,"출판영상,방송통신정보서비스업",125192,474404236,42004956155,88.5
1112,2011,9,전체,전체,금융 및 보험업 ,15398,174077238,17264158202,99.2
1113,2011,9,전체,전체,부동산업 및 임대업 ,668220,2466455171,260529786718,105.6
1114,2011,9,전체,전체,"전문, 과학 및 기술 서비스업 ",37586,181786351,17065347068,93.9
1115,2011,9,전체,전체,"사업시설관리,사업지원서비스업",58154,80639374,9264759245,114.9
1116,2011,9,전체,전체,"공공행정, 국방 및 사회보장 행정",28451,344350077,36074356841,104.8
1117,2011,9,전체,전체,교육 서비스업,69106,642460292,63634744583,99.0
1118,2011,9,전체,전체,보건업 및 사회복지 서비스업,63650,416769650,40563543594,97.3
1119,2011,9,전체,전체,"예술,스포츠및여가관련서비스업",80208,407817650,43234599144,106.0
1120,2011,9,전체,전체,"협회단체,수리기타개인서비스업",218236,432737115,52028788982,120.2
1121,2011,9,전체,전체,"가구내고용,미분류자가소비생산",663,634411,84635391,133.4
1122,2011,9,전체,전체,국제 및 외국기관,216,66495963,5538229758,83.3
1123,2011,10,전체,전체,"농업, 임업 및 어업 ",1237013,744971372,34149217102,45.8
1124,2011,10,전체,전체,광업 ,3267,154990884,13869730514,89.5
1125,2011,10,전체,전체,제조업 ,275025,19322330655,1435651699708,74.3
1126,2011,10,전체,전체,"전기, 가스, 증기 및 수도사업 ",60207,727411102,57774281616,79.4
1127,2011,10,전체,전체,하수폐기처리원료재생환경복원,35281,442633304,35697811917,80.6
1128,2011,10,전체,전체,건설업 ,49940,148835065,15370253641,103.3
1129,2011,10,전체,전체,도매 및 소매업,702043,1557036825,143530090755,92.2
1130,2011,10,전체,전체,운수업,99618,658865507,48528146311,73.7
1131,2011,10,전체,전체,숙박 및 음식점업 ,520664,1091592120,101174438958,92.7
1132,2011,10,전체,전체,"출판영상,방송통신정보서비스업",126509,437776847,34207186793,78.1
1133,2011,10,전체,전체,금융 및 보험업 ,15405,142077048,12942466694,91.1
1134,2011,10,전체,전체,부동산업 및 임대업 ,669770,1968832195,190271993905,96.6
1135,2011,10,전체,전체,"전문, 과학 및 기술 서비스업 ",37434,157281325,14100581026,89.7
1136,2011,10,전체,전체,"사업시설관리,사업지원서비스업",58741,67920730,7316684110,107.7
1137,2011,10,전체,전체,"공공행정, 국방 및 사회보장 행정",28524,284862710,26873975061,94.3
1138,2011,10,전체,전체,교육 서비스업,69007,532123342,49647531530,93.3
1139,2011,10,전체,전체,보건업 및 사회복지 서비스업,63747,341562190,30659220359,89.8
1140,2011,10,전체,전체,"예술,스포츠및여가관련서비스업",79966,325812017,31680119533,97.2
1141,2011,10,전체,전체,"협회단체,수리기타개인서비스업",218497,388032615,40925247317,105.5
1142,2011,10,전체,전체,"가구내고용,미분류자가소비생산",661,566299,66513652,117.5
1143,2011,10,전체,전체,국제 및 외국기관,215,46461048,3999398308,86.1
1144,2011,11,전체,전체,"농업, 임업 및 어업 ",1793542,1047199985,41710776640,39.8
1145,2011,11,전체,전체,광업 ,3276,171603756,17479228207,101.9
1146,2011,11,전체,전체,제조업 ,275728,19254115489,1730880751024,89.9
1147,2011,11,전체,전체,"전기, 가스, 증기 및 수도사업 ",60257,723282749,65841624589,91.0
1148,2011,11,전체,전체,하수폐기처리원료재생환경복원,35217,451435512,39135416659,86.7
1149,2011,11,전체,전체,건설업 ,50263,165314937,18372586257,111.1
1150,2011,11,전체,전체,도매 및 소매업,707550,1557079331,161815651982,103.9
1151,2011,11,전체,전체,운수업,100259,653948433,56493307111,86.4
1152,2011,11,전체,전체,숙박 및 음식점업 ,518560,1106575753,112563747859,101.7
1153,2011,11,전체,전체,"출판영상,방송통신정보서비스업",128108,428975847,39435812126,91.9
1154,2011,11,전체,전체,금융 및 보험업 ,15411,142584077,14971108851,105.0
1155,2011,11,전체,전체,부동산업 및 임대업 ,670937,2009945552,218142363185,108.5
1156,2011,11,전체,전체,"전문, 과학 및 기술 서비스업 ",37295,162719121,16808077409,103.3
1157,2011,11,전체,전체,"사업시설관리,사업지원서비스업",59776,72570300,8467713375,116.7
1158,2011,11,전체,전체,"공공행정, 국방 및 사회보장 행정",28582,309359197,32165208565,104.0
1159,2011,11,전체,전체,교육 서비스업,69010,606248192,60449461641,99.7
1160,2011,11,전체,전체,보건업 및 사회복지 서비스업,63851,372827647,37015697587,99.3
1161,2011,11,전체,전체,"예술,스포츠및여가관련서비스업",79778,321102947,35514720195,110.6
1162,2011,11,전체,전체,"협회단체,수리기타개인서비스업",218844,424556201,46908100918,110.5
1163,2011,11,전체,전체,"가구내고용,미분류자가소비생산",657,589276,72159252,122.5
1164,2011,11,전체,전체,국제 및 외국기관,219,49119298,4202197772,85.6
1165,2011,12,전체,전체,"농업, 임업 및 어업 ",1297229,922515583,40122766310,43.5
1166,2011,12,전체,전체,광업 ,3295,162942161,18196694968,111.7
1167,2011,12,전체,전체,제조업 ,276590,19860969468,1931517050784,97.3
1168,2011,12,전체,전체,"전기, 가스, 증기 및 수도사업 ",60314,770043857,76359009403,99.2
1169,2011,12,전체,전체,하수폐기처리원료재생환경복원,35063,468409618,43173137749,92.2
1170,2011,12,전체,전체,건설업 ,50242,202155628,23614789835,116.8
1171,2011,12,전체,전체,도매 및 소매업,709805,1713607376,199835168418,116.6
1172,2011,12,전체,전체,운수업,101062,721357299,66511304741,92.2
1173,2011,12,전체,전체,숙박 및 음식점업 ,518539,1247464124,138291804071,110.9
1174,2011,12,전체,전체,"출판영상,방송통신정보서비스업",129288,435711667,44471136244,102.1
1175,2011,12,전체,전체,금융 및 보험업 ,15444,159867130,25861397137,161.8
1176,2011,12,전체,전체,부동산업 및 임대업 ,675426,2373888966,275998778106,116.3
1177,2011,12,전체,전체,"전문, 과학 및 기술 서비스업 ",37318,188144773,20416940332,108.5
1178,2011,12,전체,전체,"사업시설관리,사업지원서비스업",61747,89986397,10774781991,119.7
1179,2011,12,전체,전체,"공공행정, 국방 및 사회보장 행정",28719,372723235,41635903208,111.7
1180,2011,12,전체,전체,교육 서비스업,69248,834066415,84427006733,101.2
1181,2011,12,전체,전체,보건업 및 사회복지 서비스업,64053,454109541,49547482807,109.1
1182,2011,12,전체,전체,"예술,스포츠및여가관련서비스업",79627,387027121,44790273112,115.7
1183,2011,12,전체,전체,"협회단체,수리기타개인서비스업",219747,515311704,60134647709,116.7
1184,2011,12,전체,전체,"가구내고용,미분류자가소비생산",655,652626,85111331,130.4
1185,2011,12,전체,전체,국제 및 외국기관,217,46044327,4502136855,97.8
1186,2012,1,전체,전체,"농업, 임업 및 어업 ",1235128,1163594258,49453537642,42.5
1187,2012,1,전체,전체,광업 ,3303,154599328,17769694706,114.9
1188,2012,1,전체,전체,제조업 ,277407,19558967724,1898693902603,97.1
1189,2012,1,전체,전체,"전기, 가스, 증기 및 수도사업 ",60352,903494880,87909942500,97.3
1190,2012,1,전체,전체,하수폐기처리원료재생환경복원,35140,481428396,46025899918,95.6
1191,2012,1,전체,전체,건설업 ,50164,241722244,27796725772,115.0
1192,2012,1,전체,전체,도매 및 소매업,711343,1965281631,217031154950,110.4
1193,2012,1,전체,전체,운수업,101710,773155180,72749222800,94.1
1194,2012,1,전체,전체,숙박 및 음식점업 ,518261,1462588834,160915393348,110.0
1195,2012,1,전체,전체,"출판영상,방송통신정보서비스업",134309,449942081,46902956523,104.2
1196,2012,1,전체,전체,금융 및 보험업 ,15485,186402076,13003311179,69.8
1197,2012,1,전체,전체,부동산업 및 임대업 ,680536,2813983831,320812443852,114.0
1198,2012,1,전체,전체,"전문, 과학 및 기술 서비스업 ",37413,208018475,22526575958,108.3
1199,2012,1,전체,전체,"사업시설관리,사업지원서비스업",63971,109963513,12965252367,117.9
1200,2012,1,전체,전체,"공공행정, 국방 및 사회보장 행정",28878,445935188,49368059444,110.7
1201,2012,1,전체,전체,교육 서비스업,69651,887933105,92720381578,104.4
1202,2012,1,전체,전체,보건업 및 사회복지 서비스업,64261,547849092,53116592792,97.0
1203,2012,1,전체,전체,"예술,스포츠및여가관련서비스업",79537,448176855,50976874932,113.7
1204,2012,1,전체,전체,"협회단체,수리기타개인서비스업",220974,644579844,73683652939,114.3
1205,2012,1,전체,전체,"가구내고용,미분류자가소비생산",651,755835,97096682,128.5
1206,2012,1,전체,전체,국제 및 외국기관,217,57507487,5011655479,87.1
1207,2012,2,전체,전체,"농업, 임업 및 어업 ",1234900,1210121280,51425808663,42.5
1208,2012,2,전체,전체,광업 ,3315,145820990,17357996590,119.0
1209,2012,2,전체,전체,제조업 ,278009,19119550719,1919232128913,100.4
1210,2012,2,전체,전체,"전기, 가스, 증기 및 수도사업 ",60271,855637561,85652002206,100.1
1211,2012,2,전체,전체,하수폐기처리원료재생환경복원,35171,469715707,46257783869,98.5
1212,2012,2,전체,전체,건설업 ,49429,237464573,27555178049,116.0
1213,2012,2,전체,전체,도매 및 소매업,710974,1934253471,222938678376,115.3
1214,2012,2,전체,전체,운수업,102063,739007890,70941296648,96.0
1215,2012,2,전체,전체,숙박 및 음식점업 ,517721,1426732984,160380306622,112.4
1216,2012,2,전체,전체,"출판영상,방송통신정보서비스업",141580,444349628,46960346991,105.7
1217,2012,2,전체,전체,금융 및 보험업 ,15491,185371867,21347828618,115.2
1218,2012,2,전체,전체,부동산업 및 임대업 ,682324,2774318489,324620169818,117.0
1219,2012,2,전체,전체,"전문, 과학 및 기술 서비스업 ",37292,205776750,22645701934,110.0
1220,2012,2,전체,전체,"사업시설관리,사업지원서비스업",65426,110745670,13227272758,119.4
1221,2012,2,전체,전체,"공공행정, 국방 및 사회보장 행정",28928,446957668,50088081655,112.1
1222,2012,2,전체,전체,교육 서비스업,69785,868617288,91658357535,105.5
1223,2012,2,전체,전체,보건업 및 사회복지 서비스업,64412,540885041,55917333787,103.4
1224,2012,2,전체,전체,"예술,스포츠및여가관련서비스업",79334,443203332,51446312264,116.1
1225,2012,2,전체,전체,"협회단체,수리기타개인서비스업",221483,639253179,75413987792,118.0
1226,2012,2,전체,전체,"가구내고용,미분류자가소비생산",650,750583,96927239,129.1
1227,2012,2,전체,전체,국제 및 외국기관,216,57790491,4956457254,85.8
1228,2012,3,전체,전체,"농업, 임업 및 어업 ",1791469,1094880769,47170733755,43.1
1229,2012,3,전체,전체,광업 ,3349,152462807,15291969095,100.3
1230,2012,3,전체,전체,제조업 ,278817,19984612125,1634963726910,81.8
1231,2012,3,전체,전체,"전기, 가스, 증기 및 수도사업 ",60117,863560662,73634302067,85.3
1232,2012,3,전체,전체,하수폐기처리원료재생환경복원,35184,463459176,38814642383,83.7
1233,2012,3,전체,전체,건설업 ,49589,214552904,22920670346,106.8
1234,2012,3,전체,전체,도매 및 소매업,710109,1720826003,181076486177,105.2
1235,2012,3,전체,전체,운수업,102132,682579820,57593823343,84.4
1236,2012,3,전체,전체,숙박 및 음식점업 ,517273,1258800907,131910867629,104.8
1237,2012,3,전체,전체,"출판영상,방송통신정보서비스업",151234,431836193,39511750097,91.5
1238,2012,3,전체,전체,금융 및 보험업 ,15498,165087878,16965848363,102.8
1239,2012,3,전체,전체,부동산업 및 임대업 ,683749,2396161702,256219993725,106.9
1240,2012,3,전체,전체,"전문, 과학 및 기술 서비스업 ",37189,188480185,17985517603,95.4
1241,2012,3,전체,전체,"사업시설관리,사업지원서비스업",66330,96484476,10775670145,111.7
1242,2012,3,전체,전체,"공공행정, 국방 및 사회보장 행정",28964,384790175,39613908296,102.9
1243,2012,3,전체,전체,교육 서비스업,69776,843537978,80220024845,95.1
1244,2012,3,전체,전체,보건업 및 사회복지 서비스업,64489,476364898,44447452299,93.3
1245,2012,3,전체,전체,"예술,스포츠및여가관련서비스업",79089,376954038,40826258959,108.3
1246,2012,3,전체,전체,"협회단체,수리기타개인서비스업",221613,552035878,62052061375,112.4
1247,2012,3,전체,전체,"가구내고용,미분류자가소비생산",642,650020,82064716,126.2
1248,2012,3,전체,전체,국제 및 외국기관,217,41526230,3815103383,91.9
1249,2012,4,전체,전체,"농업, 임업 및 어업 ",1312330,975440036,42618484613,43.7
1250,2012,4,전체,전체,광업 ,3370,157482916,15416475193,97.9
1251,2012,4,전체,전체,제조업 ,279492,19300964203,1551285917258,80.4
1252,2012,4,전체,전체,"전기, 가스, 증기 및 수도사업 ",60101,848308646,71432682523,84.2
1253,2012,4,전체,전체,하수폐기처리원료재생환경복원,35269,466180797,37607189133,80.7
1254,2012,4,전체,전체,건설업 ,50556,192225481,19449983754,101.2
